entry_time,exit_time,direction,entry_price,exit_price,position_size,profit,return_pct,capital_left
2021-05-07 09:25:00+05:30,2021-05-17 14:35:00+05:30,short,14852.25,14898.4,0.3366,-15.53,-0.31,51472.92
2021-05-17 15:10:00+05:30,2021-05-24 09:15:00+05:30,short,14920.55,15242.7,0.3351,-107.95,-2.16,51364.97
2021-05-24 09:20:00+05:30,2021-05-28 13:35:00+05:30,short,15247.95,15456.55,0.3279,-68.4,-1.37,51296.57
2021-05-28 13:40:00+05:30,2021-06-18 10:25:00+05:30,buy,15450.8,15561.45,0.3236,35.81,0.72,51332.37
2021-06-18 10:50:00+05:30,2021-07-20 10:35:00+05:30,buy,15518.65,15634.45,0.3222,37.31,0.75,51369.69
2021-07-20 10:40:00+05:30,2021-07-28 10:40:00+05:30,buy,15611.55,15551.55,0.3203,-19.22,-0.38,51350.47
2021-07-28 10:55:00+05:30,2021-09-20 15:00:00+05:30,buy,15548.15,17414.5,0.3216,600.22,12.0,51950.69
2021-09-20 15:05:00+05:30,2021-10-01 09:15:00+05:30,buy,17389.85,17487.85,0.2875,28.17,0.56,51978.86
2021-10-01 09:25:00+05:30,2021-10-05 14:35:00+05:30,short,17506.95,17816.25,0.2856,-88.34,-1.77,51890.52
2021-10-05 14:40:00+05:30,2021-10-11 10:10:00+05:30,short,17826.3,17979.0,0.2805,-42.83,-0.86,51847.69
2021-10-11 10:25:00+05:30,2021-10-21 10:35:00+05:30,buy,17968.95,18206.15,0.2783,66.01,1.32,51913.7
2021-10-21 10:40:00+05:30,2021-10-28 13:35:00+05:30,buy,18183.4,17967.75,0.275,-59.3,-1.19,51854.4
2021-10-28 13:40:00+05:30,2021-11-08 12:45:00+05:30,short,17978.75,18005.25,0.2781,-7.37,-0.15,51847.03
2021-11-08 12:50:00+05:30,2021-11-15 09:15:00+05:30,short,18022.1,18199.6,0.2774,-49.24,-0.98,51797.79
2021-11-15 10:00:00+05:30,2021-11-18 10:10:00+05:30,buy,18163.1,17795.05,0.2753,-101.32,-2.03,51696.47
2021-11-18 10:25:00+05:30,2021-11-24 11:10:00+05:30,short,17759.9,17590.55,0.2815,47.67,0.95,51744.14
2021-11-24 11:15:00+05:30,2021-11-26 09:55:00+05:30,buy,17579.0,17233.25,0.2844,-98.33,-1.97,51645.81
2021-11-26 10:25:00+05:30,2021-11-29 09:15:00+05:30,buy,17158.6,16837.3,0.2914,-93.63,-1.87,51552.18
2021-11-29 09:50:00+05:30,2021-11-30 15:15:00+05:30,buy,17027.2,16958.5,0.2936,-20.17,-0.4,51532.01
2021-12-01 10:15:00+05:30,2021-12-06 09:30:00+05:30,buy,17096.95,17119.1,0.2924,6.48,0.13,51538.49
2021-12-06 09:55:00+05:30,2021-12-14 09:15:00+05:30,buy,17132.0,17263.25,0.2919,38.31,0.77,51576.8
2021-12-14 10:35:00+05:30,2021-12-21 09:15:00+05:30,short,17253.4,16776.95,0.2898,138.08,2.76,51714.88
2021-12-21 09:55:00+05:30,2021-12-23 09:15:00+05:30,short,16827.2,17037.5,0.2971,-62.48,-1.25,51652.4
2021-12-23 09:35:00+05:30,2021-12-28 09:30:00+05:30,short,17068.6,17210.3,0.2929,-41.5,-0.83,51610.89
2021-12-28 10:20:00+05:30,2022-01-03 11:10:00+05:30,short,17201.4,17527.65,0.2907,-94.84,-1.9,51516.05
2022-01-03 11:15:00+05:30,2022-01-19 09:35:00+05:30,buy,17525.2,17979.5,0.2853,129.61,2.59,51645.66
2022-01-19 09:40:00+05:30,2022-01-20 13:55:00+05:30,buy,17964.6,17686.4,0.2783,-77.42,-1.55,51568.24
2022-01-20 14:00:00+05:30,2022-01-25 13:50:00+05:30,short,17691.0,17215.9,0.2826,134.26,2.69,51702.5
2022-01-25 13:55:00+05:30,2022-01-27 09:35:00+05:30,buy,17215.75,16940.45,0.2904,-79.95,-1.6,51622.56
2022-01-27 09:40:00+05:30,2022-01-28 09:15:00+05:30,short,16960.05,17284.15,0.2948,-95.54,-1.91,51527.01
2022-01-28 09:45:00+05:30,2022-02-07 09:35:00+05:30,buy,17319.7,17434.2,0.2887,33.06,0.66,51560.07
2022-02-07 10:00:00+05:30,2022-02-09 09:15:00+05:30,short,17409.7,17391.0,0.2872,5.37,0.11,51565.44
2022-02-09 09:40:00+05:30,2022-02-14 09:15:00+05:30,buy,17392.2,16945.25,0.2875,-128.5,-2.57,51436.94
2022-02-14 09:50:00+05:30,2022-02-15 13:40:00+05:30,short,17001.2,17164.1,0.2941,-47.91,-0.96,51389.03
